Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3280,32,7,0,0,4403,219,224,142,3606,Commanche,C7202,0
2735,90,8,0,0,1231,233,227,127,757,Commanche,C7755,0
3293,130,11,120,25,3348,238,234,124,702,Commanche,C8771,0
2766,281,13,162,34,150,183,241,197,2166,Commanche,C4703,1
3135,120,22,234,72,764,251,216,82,510,Commanche,C7757,1
2587,219,20,60,-12,1276,193,254,191,960,Commanche,C2705,2
2989,188,19,684,68,2912,218,250,159,2136,Commanche,C7702,1
2950,156,17,270,111,1020,237,239,125,600,Rawah,C7745,1
3106,331,13,108,30,2809,189,223,174,1310,Commanche,C7757,0
3191,99,6,324,59,3100,230,232,136,3520,Rawah,C8772,0
2995,39,6,175,-14,4074,220,227,142,1018,Rawah,C7745,1
2735,279,15,30,12,1396,179,241,201,1959,Rawah,C4744,0
2302,103,19,382,10,960,248,212,85,661,Cache,C2703,2
3528,43,9,430,116,2888,222,220,132,1754,Rawah,C8776,0
2952,316,27,324,139,4676,139,206,202,300,Rawah,C7745,1
2909,110,6,330,3,4685,230,234,138,4179,Rawah,C3502,1
2909,111,15,42,10,3278,245,222,102,1908,Rawah,C7746,1
2893,45,19,228,33,5169,222,196,102,4145,Rawah,C7745,1
2949,75,5,361,45,3495,226,231,140,1681,Rawah,C7202,1
3004,67,11,335,26,5219,231,218,119,6126,Rawah,C4744,1
3217,78,44,124,59,4802,231,122,0,1473,Rawah,C7746,0
2959,90,4,0,0,3187,226,233,141,6463,Rawah,C6101,0
2992,43,15,511,-35,2371,221,205,115,2754,Commanche,C7755,1
2970,322,24,150,68,1871,151,207,192,2812,Commanche,C7757,1
2708,3,13,42,5,1291,201,214,149,1537,Commanche,C7755,1
3027,350,16,300,7,1485,189,211,159,872,Commanche,C7756,1
3147,45,8,30,0,1765,223,222,134,300,Rawah,C7202,0
3356,354,9,510,45,767,206,225,158,1749,Commanche,C7756,6
2735,301,29,90,61,1307,129,214,219,612,Commanche,C7757,1
3059,165,25,454,-17,792,233,239,122,2301,Rawah,C7745,0
2790,330,15,153,26,1567,183,220,176,1495,Commanche,C4703,0
3100,40,4,474,105,2766,220,231,147,1702,Commanche,C7756,1
3241,308,5,95,1,594,205,237,171,1142,Neota,C7756,0
2107,35,32,67,44,601,199,153,70,532,Cache,C4703,2
3459,313,9,633,170,1057,196,233,177,1290,Neota,C8776,0
3067,32,12,90,9,907,217,214,130,1758,Commanche,C7201,0
3026,142,6,134,-2,2466,229,239,143,1222,Commanche,C7755,1
3122,270,9,469,85,3023,198,243,185,459,Commanche,C7756,0
2925,47,20,30,8,437,222,191,95,272,Commanche,C7757,1
2848,89,21,242,49,258,246,201,73,134,Rawah,C7201,0
3048,327,10,30,1,3055,196,229,173,2552,Rawah,C7202,0
3017,49,14,524,203,902,225,210,116,904,Commanche,C7757,1
3209,302,9,67,7,4214,196,236,180,1530,Rawah,C7202,6
3206,309,12,497,111,5191,187,232,185,2073,Rawah,C7201,0
2949,137,11,297,17,4524,237,236,128,4002,Rawah,C7745,1
2708,103,36,60,33,1471,252,169,11,1015,Commanche,C4758,1
3017,247,22,85,49,2781,168,250,215,190,Commanche,C7757,1
2918,51,3,0,0,1266,221,232,147,3141,Rawah,C7202,0
3058,51,9,175,-10,1648,225,220,128,3088,Rawah,C7202,0
3122,100,10,162,11,210,237,227,120,5393,Neota,C7202,0
2589,83,15,175,61,480,239,213,101,1572,Commanche,C4703,5
3000,67,19,365,55,4163,235,200,89,1772,Rawah,C7745,1
3100,67,27,446,199,2323,235,175,54,2040,Commanche,C7757,0
2406,130,24,108,46,810,251,217,79,1176,Cache,C2706,2
2773,103,3,150,13,2419,225,235,145,1702,Rawah,C4744,1
3093,225,1,277,-29,6243,217,240,160,2609,Rawah,C7745,1
2297,275,36,134,104,1358,104,222,244,1101,Cache,C4703,2
2872,80,42,175,42,309,235,131,0,1552,Rawah,C7746,4
2813,313,10,134,-9,120,193,233,179,1146,Rawah,C7746,1
3174,162,20,60,-5,2318,235,240,126,3309,Rawah,C7745,0
3230,7,6,731,69,1364,213,229,153,2605,Neota,C7202,1
2916,59,4,300,-12,3771,223,231,143,5961,Rawah,C6101,1
2623,34,21,153,49,1677,212,190,105,1366,Commanche,C4703,1
3126,258,6,618,66,2030,207,243,175,2513,Commanche,C7756,0
2790,317,24,120,35,1318,151,211,197,2255,Commanche,C7757,1
3260,42,19,240,86,3501,219,195,104,2164,Commanche,C7755,0
2992,62,6,218,52,1914,225,228,138,726,Commanche,C7756,1
3104,335,19,362,102,2492,173,211,175,2430,Commanche,C7700,0
2993,22,7,30,1,218,216,225,146,834,Rawah,C7202,0
2957,251,11,589,166,2295,196,248,189,1756,Commanche,C7790,1
2810,105,11,85,14,2281,238,227,118,1266,Commanche,C4758,4
2814,343,22,324,121,1006,170,200,165,2374,Commanche,C7757,1
2961,331,24,258,-15,4479,155,202,182,277,Rawah,C7745,1
2918,79,14,270,54,3171,237,215,106,2423,Rawah,C4744,1
3043,320,12,60,15,365,188,228,180,1065,Commanche,C7756,1
3114,212,17,67,2,1848,203,254,182,573,Commanche,C7755,0
2892,33,11,0,0,1566,218,216,133,2591,Commanche,C4704,1
2377,47,18,108,30,513,223,199,104,582,Commanche,C4703,1
2900,287,24,180,92,5124,146,230,221,4755,Rawah,C7700,0
3022,343,16,150,27,1884,185,213,166,3513,Rawah,C7201,0
3201,102,10,421,59,2848,238,226,119,5032,Rawah,C7745,0
2715,109,13,134,18,2034,242,225,110,361,Commanche,C4703,1
3019,237,40,569,88,2164,120,237,229,1187,Commanche,C4758,1
2980,60,17,234,80,390,231,202,99,1396,Rawah,C7745,0
3018,299,12,90,16,2287,187,236,189,1020,Commanche,C7201,1
2316,85,14,150,53,1041,240,215,102,882,Cache,C2717,5
2053,312,33,330,204,300,115,195,211,883,Cache,C2706,5
2821,45,5,0,0,3632,222,228,142,6428,Rawah,C7102,1
3110,18,20,323,48,1243,200,194,125,182,Commanche,C7700,0
2847,312,7,67,-1,3185,200,235,174,2581,Rawah,C7202,0
2969,210,8,295,32,3976,214,247,169,2252,Rawah,C4744,1
2834,40,8,201,45,2486,221,222,135,1507,Rawah,C7745,1
3296,57,17,190,58,4186,229,201,98,3571,Commanche,C7202,0
3121,209,2,150,3,2419,217,241,161,1935,Commanche,C7756,1
2908,87,5,285,28,3772,227,231,138,3963,Rawah,C4744,1
2856,8,11,636,85,2081,207,218,147,916,Commanche,C4704,1
3172,122,10,618,4,3995,238,232,124,3896,Rawah,C7745,0
3031,53,12,212,43,2192,227,214,119,2713,Commanche,C7202,0
3021,356,11,0,0,1851,203,221,156,1443,Commanche,C7103,0
2839,9,18,433,26,3249,197,202,138,2479,Commanche,C4703,0
2529,112,5,212,28,1318,229,234,139,4692,Rawah,C6731,1
2705,181,11,0,0,2416,224,247,155,1928,Rawah,C7746,1
2968,85,10,30,6,2202,235,222,118,2802,Commanche,C7101,1
2872,59,20,162,17,2732,231,194,87,2145,Rawah,C7745,1
3131,127,10,201,15,2076,237,234,127,2502,Commanche,C7756,1
3062,113,10,67,0,1515,237,230,123,731,Commanche,C7756,1
2853,199,16,242,32,4370,212,252,169,5013,Rawah,C7746,1
2861,4,13,170,1,661,202,214,148,1333,Commanche,C7756,1
3182,163,8,42,3,794,228,242,147,1357,Rawah,C7202,0
3008,86,14,361,102,4368,239,216,105,4782,Rawah,C7745,0
3234,31,13,577,59,3536,216,210,128,4254,Rawah,C7745,0
3135,18,9,424,40,1681,213,220,144,2741,Commanche,C7755,0
3167,355,18,42,7,4126,188,206,153,306,Commanche,C7756,0
3167,37,14,170,16,1702,219,208,122,4534,Neota,C7201,0
3357,160,18,842,200,1265,236,241,128,1341,Commanche,C8776,1
3183,56,11,591,116,1712,227,218,123,3223,Commanche,C7700,0
2893,7,4,497,101,4056,215,232,154,5690,Rawah,C7745,0
2460,333,16,408,116,865,183,218,174,1482,Cache,C4703,5
3111,345,13,339,-4,2232,193,218,164,2463,Commanche,C7756,1
3307,299,17,930,197,1291,170,231,200,2886,Commanche,C7755,0
2989,103,10,182,19,2213,237,227,120,750,Rawah,C7745,0
3005,242,12,458,115,5354,196,250,191,962,Rawah,C7746,1
2965,190,11,60,18,1714,220,248,161,1509,Commanche,C7756,1
3145,182,7,277,5,1100,223,245,156,2131,Rawah,C7201,0
3038,59,4,60,-4,1504,223,231,143,2873,Rawah,C7202,0
2965,83,4,552,157,4780,225,233,143,5142,Rawah,C4744,1
2990,142,6,400,41,2640,229,239,143,1590,Commanche,C7102,0
2917,113,19,541,85,560,249,217,88,1374,Commanche,C4704,1
2016,352,19,335,36,446,183,203,155,360,Cache,C2706,2
2891,93,24,247,109,1395,249,196,63,2048,Commanche,C4758,1
3219,342,20,170,48,2586,175,206,167,2656,Commanche,C7700,0
3057,282,15,335,20,3254,176,240,202,1620,Commanche,C7700,0
2600,40,4,175,30,2976,220,231,147,2619,Commanche,C4704,1
3240,135,2,0,0,5356,223,238,151,513,Rawah,C8771,1
3205,194,12,150,22,2340,218,250,164,691,Commanche,C7756,0
2893,54,7,210,-9,4753,224,225,136,1539,Rawah,C7202,1
3142,89,15,382,6,3215,242,214,98,4773,Rawah,C7745,0
2943,327,10,30,-6,4869,197,229,172,4155,Rawah,C7745,0
3200,177,26,443,84,2657,222,243,137,3392,Commanche,C7757,1
3148,341,20,277,111,2292,174,206,169,1140,Commanche,C7756,0
2882,148,12,268,38,2352,236,239,131,2167,Commanche,C7702,1
3204,124,22,324,99,1224,250,218,85,2308,Rawah,C7745,0
3155,227,12,300,43,1617,203,251,183,2430,Commanche,C7756,0
3123,298,5,120,14,6708,207,238,170,2588,Rawah,C7745,1
2588,218,14,210,34,1189,204,252,182,997,Commanche,C2705,2
3095,0,9,443,78,1406,206,222,154,2472,Commanche,C7755,0
2825,114,9,330,41,2881,236,231,125,2531,Rawah,C4744,1
2929,354,7,424,46,4509,209,228,157,5531,Rawah,C4744,0
3274,36,16,390,-4,1589,217,203,117,1638,Rawah,C8771,0
3225,100,16,0,0,4390,244,217,98,2059,Rawah,C7202,0
2908,117,14,518,110,2942,243,227,110,404,Commanche,C4703,1
3064,301,4,362,73,5799,208,238,168,4590,Rawah,C4744,1
2251,46,25,30,1,990,219,178,80,983,Cache,C2706,5
2101,57,31,120,50,182,224,161,48,480,Cache,C4703,5
2938,130,8,182,25,3677,234,236,134,4476,Rawah,C4744,1
2556,180,13,153,21,1323,224,248,153,2055,Commanche,C2705,2
2819,343,7,234,21,1797,205,229,162,1470,Rawah,C4744,1
2309,357,28,153,65,210,166,178,141,830,Cache,C2703,1
2978,25,15,190,13,4667,211,206,128,2658,Rawah,C7745,1
3155,131,5,319,28,450,228,237,143,5598,Neota,C7202,0
3039,128,16,90,-1,1019,244,229,109,973,Rawah,C7745,0
2606,72,12,234,43,1231,233,217,114,1390,Commanche,C4704,1
2859,56,23,212,59,3438,228,186,80,1773,Commanche,C4703,1
2993,244,25,577,73,2078,163,250,218,1165,Commanche,C4758,0
3113,68,18,30,8,874,236,201,90,1406,Rawah,C7745,0
2996,119,23,124,21,819,252,213,76,2732,Commanche,C7757,0
2837,132,15,67,18,2671,242,232,115,2067,Rawah,C7745,1
3234,3,9,108,12,3166,208,223,152,1956,Rawah,C7201,0
3314,151,36,150,85,3905,238,213,71,3305,Commanche,C7757,6
3380,181,14,691,122,4383,224,248,154,2507,Commanche,C8771,6
2865,222,24,85,31,716,182,254,199,573,Commanche,C4758,1
2190,253,23,0,0,365,161,248,220,390,Cache,C4703,2
3154,282,19,313,44,1231,163,238,213,2624,Commanche,C7757,0
2999,65,11,0,0,4979,230,218,120,3276,Rawah,C7745,1
3308,17,11,402,22,1605,211,218,142,4995,Neota,C7201,0
3222,327,13,553,58,1939,188,225,176,2416,Commanche,C7756,0
2986,219,6,618,-48,1509,213,246,170,1651,Commanche,C7755,1
2816,111,30,95,65,2130,254,191,41,750,Commanche,C4758,1
3214,68,7,108,9,5716,227,226,133,757,Rawah,C7201,0
3248,84,2,511,33,1350,222,235,149,2239,Rawah,C7745,0
2857,130,14,216,18,3463,242,231,115,1664,Rawah,C4744,1
3064,330,5,295,73,5732,207,233,165,4589,Rawah,C4744,1
2481,274,13,60,14,633,186,243,197,518,Cache,C4703,1
2909,89,15,458,138,626,242,214,98,1371,Rawah,C7745,1
3266,195,11,395,90,3263,218,249,164,2995,Rawah,C7202,0
3277,293,10,418,42,4129,193,238,185,1146,Rawah,C8772,0
2870,283,16,607,150,309,173,239,205,1758,Commanche,C4703,1
3050,342,13,124,23,4572,193,220,166,1034,Rawah,C7745,0
2926,78,14,30,8,2466,237,214,105,2468,Commanche,C7757,0
3071,160,9,192,34,1418,230,242,144,2661,Rawah,C7745,0
2428,265,32,90,38,450,122,234,240,433,Commanche,C2705,2
3229,322,19,366,72,3990,167,217,188,2164,Commanche,C8771,0
2778,29,6,30,3,1749,218,227,145,2423,Commanche,C6102,4
3257,270,16,242,41,671,176,244,206,942,Neota,C7756,1
3452,32,22,30,6,1813,209,186,104,1892,Neota,C8772,6
3214,87,10,395,-6,4201,236,223,118,1158,Rawah,C7201,1
2907,153,11,201,41,3540,233,241,137,2764,Rawah,C7745,1
3008,138,20,42,13,4095,246,228,100,2430,Rawah,C7745,1
2337,19,34,255,16,607,173,147,91,454,Cache,C4703,5
2884,176,24,108,45,2912,224,244,139,1307,Commanche,C4758,1
3057,333,13,90,3,301,191,223,172,691,Neota,C7201,0
2864,263,12,150,59,2151,190,246,194,2644,Rawah,C7745,1
2941,166,7,301,94,1706,226,243,150,2402,Commanche,C7756,1
3231,241,12,277,98,2886,197,250,190,1025,Commanche,C7755,0
2601,202,20,335,94,2069,207,253,174,1786,Commanche,C2703,2
2975,297,4,270,36,5929,208,238,169,4053,Rawah,C7700,1
3073,100,13,210,72,1935,242,221,107,2942,Commanche,C7757,0
3141,142,13,30,0,2584,239,236,124,1725,Commanche,C7755,0
3148,117,6,150,7,4755,231,234,136,2130,Rawah,C7101,0
2441,211,20,60,15,1830,200,254,183,201,Commanche,C2705,2
2789,336,16,285,115,1370,184,217,172,808,Commanche,C7756,1
2741,25,11,547,11,1187,215,217,138,981,Rawah,C4744,1
2962,351,13,124,13,5932,196,217,159,3416,Rawah,C7745,1
2873,349,18,323,5,908,184,207,160,591,Commanche,C7756,1
3371,129,13,324,171,2765,241,232,118,566,Commanche,C7756,0
2747,149,15,67,17,1871,239,238,124,2630,Rawah,C7746,1
3022,235,19,175,26,1924,183,253,203,1396,Commanche,C7202,0
3432,354,12,631,93,1557,200,219,157,1440,Commanche,C8771,6
3204,217,18,331,69,360,199,254,186,2657,Commanche,C4758,1
3226,83,10,466,78,5942,235,222,119,1899,Rawah,C7745,1
2739,91,12,180,33,2525,238,221,111,2151,Rawah,C4744,1
2729,22,17,124,30,886,207,201,126,1935,Commanche,C4703,0
2483,60,10,0,0,301,228,219,123,1590,Cache,C2706,3
3001,79,4,720,75,5351,224,233,144,6125,Rawah,C7745,1
2130,152,26,42,6,690,241,229,100,726,Cache,C2717,2
3233,306,27,537,152,474,134,212,213,1290,Neota,C7201,0
3155,216,11,395,53,201,209,250,176,2989,Commanche,C7202,1
2945,59,16,379,164,3722,231,205,102,2512,Rawah,C7745,1
2451,36,23,108,23,930,212,183,97,1033,Commanche,C4703,5
2810,260,40,270,176,1315,96,225,248,1465,Commanche,C4758,1
3054,342,10,703,82,5748,200,226,164,3783,Rawah,C7745,0
2670,99,14,300,23,684,242,220,104,1848,Rawah,C4744,1
3210,292,4,339,20,6037,207,239,170,1816,Rawah,C7201,1
2768,235,8,234,36,108,207,247,178,2095,Commanche,C4703,1
3179,234,25,175,88,3411,170,252,211,598,Commanche,C7790,1
2804,95,16,30,8,579,244,214,94,751,Rawah,C7202,1
3030,51,3,466,7,3030,221,232,148,1203,Commanche,C7756,1
3269,174,18,666,87,2363,228,246,142,1745,Commanche,C7757,1
3037,135,9,30,4,2766,235,236,132,485,Rawah,C7746,1
3227,277,6,150,13,1475,205,241,175,582,Commanche,C7755,0
3341,90,30,67,-7,2563,249,178,35,531,Commanche,C8703,6
2975,109,9,192,3,5060,235,231,127,6227,Rawah,C7102,0
2757,225,14,95,21,882,201,252,186,484,Commanche,C7790,1
3156,40,12,42,2,2703,221,214,126,1800,Commanche,C7755,0
3109,133,16,67,18,5000,244,230,110,1559,Rawah,C7101,0
3065,45,1,0,0,1630,219,235,153,1825,Rawah,C7202,1
2810,193,9,234,19,2305,220,247,162,2126,Rawah,C4744,1
3167,243,6,0,0,2797,207,245,176,1249,Commanche,C7202,0
3059,306,15,484,160,5220,178,231,192,624,Rawah,C7745,1
3564,0,2,283,71,1733,216,234,156,1448,Neota,C8776,6
3093,93,24,127,-3,979,249,196,63,2229,Rawah,C7745,0
2733,54,4,0,0,2678,222,230,143,5447,Rawah,C7102,1
2926,133,24,127,78,2190,249,221,85,1655,Commanche,C4758,1
3301,38,13,450,136,3466,219,212,125,1954,Commanche,C8772,6
3095,22,15,120,19,1031,209,207,131,1500,Commanche,C7757,1
2753,65,25,277,42,1106,234,179,63,1831,Commanche,C7757,1
3217,336,18,443,94,3384,177,212,173,2666,Commanche,C7755,0
2374,65,14,0,0,633,232,211,109,834,Cache,C2703,3
3039,235,10,30,-1,2621,203,249,183,1365,Commanche,C7202,1
2955,0,17,446,-12,4126,194,207,149,2232,Rawah,C7745,1
3251,82,7,0,0,1818,230,228,132,2780,Rawah,C7201,0
3390,57,10,212,41,2836,227,219,125,1510,Commanche,C8771,6
2828,15,11,85,8,1168,210,216,142,2418,Commanche,C4704,1
2832,212,9,228,35,2140,213,248,171,2080,Commanche,C7702,1
3014,234,21,285,115,5432,180,253,205,834,Rawah,C7745,1
3023,263,12,270,51,2352,189,246,196,1073,Rawah,C7745,1
3255,6,9,175,30,3126,209,222,151,2147,Rawah,C7745,0
2056,324,34,95,53,153,117,183,194,624,Cache,C4703,2
3325,299,21,120,43,2343,157,227,208,2795,Rawah,C8772,0
2716,332,24,90,49,2813,156,201,179,6516,Rawah,C7745,1
2912,24,20,524,199,2982,204,192,117,1668,Rawah,C7745,1
2804,74,8,95,13,2896,230,224,127,4643,Rawah,C7745,1
2990,95,25,150,45,660,250,194,57,2554,Rawah,C7745,1
2926,31,14,150,4,4068,216,209,127,4944,Rawah,C7102,1
2420,90,19,42,-11,726,245,206,81,1092,Commanche,C5101,5
2989,149,26,331,82,1195,243,228,96,787,Rawah,C7745,1
3034,90,3,680,69,5582,224,234,146,5704,Rawah,C4744,1
2825,356,10,124,14,1350,204,222,156,2954,Commanche,C7755,0
3229,313,13,216,20,4442,186,230,184,631,Commanche,C7756,0
3281,85,11,42,6,1299,236,222,116,1235,Commanche,C7755,0
3266,146,18,618,109,1012,242,235,115,1290,Commanche,C7709,1
3303,288,2,331,38,5710,213,239,164,607,Rawah,C7201,0
3393,353,11,942,143,1198,200,220,158,1906,Commanche,C8771,6
3190,85,11,603,152,492,236,221,114,1637,Rawah,C7202,1
3255,308,13,285,76,4460,183,231,188,1434,Rawah,C8771,0
2364,51,26,335,129,1176,222,174,71,983,Cache,C4703,2
2922,180,2,481,3,4383,220,240,157,4667,Rawah,C7202,1
2689,33,15,30,1,2287,216,207,123,2084,Rawah,C7745,1
3020,104,17,577,193,1167,247,216,92,690,Rawah,C7745,1
3246,327,13,90,25,2089,188,225,176,1908,Neota,C7202,1
3156,343,17,95,31,3909,184,212,166,3367,Commanche,C7700,0
2777,53,2,212,24,785,221,234,150,1976,Commanche,C4704,1
3361,135,6,703,180,1426,230,237,140,973,Neota,C7755,0
3037,103,13,470,82,2955,242,222,108,6419,Rawah,C7745,0
3183,327,14,256,45,3571,185,223,177,1812,Commanche,C7755,0
2799,97,10,42,3,2269,237,225,119,3141,Rawah,C7745,0
2623,60,14,255,54,1221,230,211,110,1307,Commanche,C4703,1
2906,211,10,228,13,5673,212,250,173,5983,Rawah,C6101,0
2702,14,4,30,-4,1082,216,231,153,1884,Rawah,C7102,0
3274,150,8,418,46,1749,230,240,142,684,Commanche,C7755,0
2345,303,25,120,64,1380,143,219,212,430,Cache,C4703,5
3380,294,5,162,41,2696,207,239,171,2372,Rawah,C8772,6
2752,80,13,108,9,2699,237,215,107,6561,Rawah,C4744,1
2202,38,34,85,11,457,198,145,59,994,Cache,C4703,5
2970,117,20,127,34,3704,250,217,86,2764,Rawah,C7745,1
2660,270,15,376,18,757,180,244,203,1293,Rawah,C7745,1
3079,322,16,60,16,1919,179,223,183,1921,Rawah,C7745,0
3277,70,17,228,48,511,236,204,93,875,Neota,C7700,1
2728,32,14,300,48,1355,216,210,126,2971,Rawah,C7746,1
3074,0,7,127,11,1377,210,228,155,1740,Rawah,C7745,1
2914,67,26,182,105,190,235,179,60,1080,Rawah,C7745,1
3288,277,18,306,70,4137,169,241,210,1804,Commanche,C7201,0
2913,357,9,30,0,3142,205,223,155,2287,Rawah,C7745,1
3405,275,25,433,57,690,144,236,227,1112,Neota,C8776,0
2972,67,10,306,-5,4606,230,221,123,4956,Rawah,C7745,1
3114,316,18,247,-5,2865,169,222,192,759,Rawah,C7745,0
2803,251,32,108,43,1519,135,242,234,1657,Commanche,C2705,1
3256,341,11,234,39,3301,196,223,166,2014,Rawah,C7745,0
2828,337,14,0,0,949,189,221,170,1879,Rawah,C7746,0
2201,139,24,90,43,1415,248,225,91,785,Cache,C2704,3
3127,41,9,339,52,1369,221,221,134,3112,Commanche,C7757,0
2946,149,10,360,43,3013,233,240,137,1615,Rawah,C7745,1
3194,3,16,824,94,2994,197,208,146,2591,Commanche,C7700,1
3168,292,15,190,44,2270,176,236,199,949,Commanche,C7756,0
3341,47,17,633,167,1784,224,201,107,2355,Neota,C7757,1
3012,329,6,30,0,4069,207,233,165,1082,Rawah,C7746,1
3236,351,39,335,22,1613,125,146,139,525,Commanche,C7755,0
3232,283,27,371,126,330,134,228,228,779,Neota,C7201,0
3310,80,17,390,81,582,240,207,91,771,Neota,C7700,6
3100,300,4,457,105,2743,209,238,168,1727,Commanche,C7756,1
2885,90,14,150,27,3278,240,218,105,4232,Rawah,C7745,1
3220,90,4,30,0,4565,226,233,143,1839,Rawah,C7201,0
3062,354,17,228,61,1597,191,209,155,2151,Rawah,C7745,0
3046,108,26,201,69,540,253,201,59,1383,Rawah,C7746,0
2658,184,27,85,33,1758,214,246,147,1396,Commanche,C2704,1
3320,142,15,351,59,1574,241,235,119,2938,Rawah,C7745,0
2893,294,17,30,12,2604,168,233,204,190,Commanche,C7757,1
2934,53,9,60,-14,1226,226,221,129,2317,Rawah,C7202,1
2866,9,6,30,0,5562,214,228,152,960,Rawah,C7202,1
3177,95,3,60,0,5242,224,235,147,2836,Rawah,C7202,1
2978,8,7,618,126,1328,212,227,152,2312,Commanche,C7756,1
2988,149,18,108,33,4195,241,236,117,2061,Rawah,C7746,1
2387,215,8,466,190,659,213,247,170,1654,Cache,C2717,3
2893,356,22,162,39,768,180,196,150,1801,Commanche,C7700,1
2705,45,9,300,81,1410,223,220,131,459,Rawah,C7745,1
3049,352,3,391,29,4509,214,233,158,1233,Rawah,C7745,1
3045,15,25,752,30,2563,189,180,119,2252,Commanche,C7700,1
3264,325,15,484,90,576,180,222,181,408,Neota,C7700,0
3025,108,22,330,14,1123,251,208,73,870,Rawah,C7745,1
3192,61,11,124,-5,2850,229,218,121,1873,Commanche,C7755,0
2557,74,17,150,11,1486,238,205,92,4377,Rawah,C6731,1
2985,326,23,216,70,2750,159,208,186,350,Commanche,C7757,1
2408,278,21,60,21,902,157,238,218,1362,Cache,C4703,2
3212,315,1,362,21,5851,215,237,160,3085,Rawah,C7745,1
2978,251,12,532,80,5753,193,248,193,5742,Rawah,C7745,1
3208,301,10,932,190,4189,192,236,183,2307,Rawah,C7202,0
3044,57,16,30,0,3624,229,204,103,5310,Rawah,C7745,0
2442,90,11,30,3,390,237,222,114,1863,Cache,C2717,2
3118,178,6,90,-8,2406,223,244,155,1959,Commanche,C7202,1
3013,337,12,258,41,2259,194,224,169,2542,Commanche,C7202,0
3733,350,16,1060,287,5139,189,211,159,3276,Commanche,C8776,6
2296,326,22,242,77,1138,159,209,187,816,Cache,C4703,5
2644,204,22,210,-9,408,202,253,176,636,Commanche,C2704,1
3236,312,18,382,76,4051,170,224,194,2213,Commanche,C8771,0
3008,90,2,60,0,618,222,236,150,1515,Commanche,C7202,0
3164,43,21,488,29,4734,219,189,96,2501,Rawah,C7745,0
2829,251,27,175,84,1574,150,246,227,1682,Commanche,C2705,1
2293,349,40,210,137,1296,118,142,141,1226,Cache,C4703,2
2792,76,7,313,19,2100,229,227,131,2440,Rawah,C4744,1
2391,74,15,120,33,866,237,210,101,1383,Cache,C2717,5
3233,278,14,190,15,547,181,242,200,1101,Neota,C7700,0
2991,90,4,570,65,5236,226,233,143,6252,Rawah,C7745,1
3074,314,16,212,45,3368,176,226,189,458,Rawah,C7745,0
2623,90,17,295,82,474,243,211,92,2434,Rawah,C7746,1
3060,106,8,339,4,1120,233,231,130,1571,Rawah,C7745,1
3098,98,13,60,7,5028,241,221,107,1570,Rawah,C7201,0
2726,108,8,90,7,2010,235,231,128,1206,Rawah,C4744,1
3288,28,4,390,32,5332,218,232,150,430,Rawah,C8771,0
3137,33,17,272,30,1620,214,201,118,1736,Commanche,C7757,1
3195,203,16,216,104,3416,211,253,173,560,Commanche,C7790,1
3189,13,4,255,-23,2538,215,231,152,2377,Rawah,C7201,0
2882,359,11,242,50,2529,203,220,154,2569,Rawah,C4744,1
3008,152,15,67,17,2767,237,239,128,1584,Commanche,C7756,1
3274,334,20,558,174,3510,172,210,176,3520,Commanche,C8776,6
2846,161,9,240,30,3065,229,242,145,2704,Rawah,C4744,1
2667,61,19,150,15,1224,232,197,90,892,Commanche,C7757,1
3221,222,6,67,0,3909,213,245,169,2701,Rawah,C7202,6
2771,93,9,201,47,1782,235,226,123,335,Commanche,C7755,0
3104,322,20,350,95,725,166,216,188,1746,Commanche,C7201,0
2754,188,7,95,21,2610,221,245,159,5548,Rawah,C4744,1
2975,71,24,301,-1,391,238,185,63,1213,Rawah,C7746,1
2973,232,27,295,139,934,167,252,212,532,Commanche,C4758,1
2939,307,7,499,43,5961,201,236,175,5740,Rawah,C6101,1
2794,282,24,90,28,1922,148,234,222,1736,Commanche,C4758,1
3024,194,13,765,118,5979,218,250,164,3511,Rawah,C7745,1
2968,326,12,67,16,4555,190,226,176,5415,Rawah,C4744,1
2335,38,23,127,20,285,213,182,93,1116,Cache,C4703,5
2775,112,12,30,-11,1926,240,227,115,2877,Rawah,C7202,1
3267,336,19,430,49,3885,173,210,174,1550,Commanche,C7201,0
2762,180,25,42,9,2455,220,246,143,942,Commanche,C4758,1
3223,256,6,604,-39,2739,206,244,176,180,Commanche,C7756,0
2924,354,27,134,55,190,166,183,147,1979,Rawah,C7746,0
3044,6,9,297,49,2440,210,223,151,2033,Commanche,C7756,1
3281,332,11,990,78,1802,193,225,172,711,Commanche,C7700,0
2789,161,21,270,83,600,236,240,124,552,Rawah,C7746,4
2791,251,25,60,16,2173,157,248,223,1638,Commanche,C7202,0
3026,39,9,324,-5,2490,221,219,133,2664,Commanche,C7755,1
2315,17,32,90,67,1018,176,155,99,836,Cache,C4703,2
3043,14,12,90,6,600,209,216,143,1291,Commanche,C7202,1
2988,341,9,216,10,6212,201,226,165,3166,Rawah,C7745,1
3017,65,5,437,29,1273,225,230,140,1991,Commanche,C7202,1
3372,299,21,201,104,5323,156,227,209,693,Rawah,C8772,0
2887,127,5,297,56,2713,228,237,143,2250,Rawah,C4744,1
